USER,COURSE_ID,SCORE
553969,SC0103EN,48.0
553969,BD0143EN,42.0
553969,TA0106EN,33.0
553969,DB0151EN,42.0
553969,BD0101EN,42.0
553969,GPXX0M6UEN,42.0
553969,GPXX097UEN,42.0
553969,excourse03,42.0
553969,excourse04,33.0
553969,excourse05,42.0
553969,excourse06,33.0
553969,excourse10,42.0
553969,excourse31,42.0
553969,excourse42,42.0
553969,excourse70,42.0
553969,excourse71,42.0
553969,excourse72,48.0
553969,excourse73,48.0
555836,RP0105EN,30.0
556941,BD0145EN,36.0
556941,TMP0105EN,51.0
556941,GPXX0IBEN,30.0
556941,SC0103EN,51.0
556941,GPXX0BUBEN,33.0
556941,BD0143EN,36.0
556941,BD0141EN,36.0
556941,TA0106EN,36.0
556941,BD0121EN,36.0
556941,BD0131EN,36.0
556941,BD0115EN,36.0
556941,DJ0101EN,30.0
556941,DB0151EN,36.0
556941,GPXX0M6UEN,36.0
556941,GPXX097UEN,36.0
556941,GPXX0TY1EN,33.0
556941,excourse02,30.0
556941,excourse03,36.0
556941,excourse05,36.0
556941,excourse10,36.0
556941,excourse31,39.0
556941,excourse42,36.0
556941,excourse69,33.0
556941,excourse70,36.0
556941,excourse71,36.0
556941,excourse72,51.0
556941,excourse73,51.0
569052,RP0105EN,30.0
569052,TMP0105EN,30.0
569052,SC0103EN,30.0
569052,excourse72,30.0
569052,excourse73,30.0
569284,RP0105EN,45.0
569284,BD0145EN,42.0
569284,TMP0105EN,45.0
569284,BD0212EN,45.0
569284,SC0103EN,45.0
569284,BD0143EN,42.0
569284,BD0131EN,42.0
569284,GPXX0M6UEN,42.0
569284,GPXX097UEN,42.0
569284,excourse03,42.0
569284,excourse05,42.0
569284,excourse10,42.0
569284,excourse31,42.0
569284,excourse42,42.0
569284,excourse70,42.0
569284,excourse71,42.0
569284,excourse72,45.0
569284,excourse73,45.0
574414,RP0105EN,33.0
574414,BD0145EN,30.0
574414,TMP0105EN,33.0
574414,BD0212EN,33.0
574414,SC0103EN,33.0
574414,BD0143EN,30.0
574414,BD0121EN,30.0
574414,DB0151EN,30.0
574414,BD0101EN,30.0
574414,GPXX0M6UEN,30.0
574414,GPXX097UEN,30.0
574414,excourse03,30.0
574414,excourse05,30.0
574414,excourse10,30.0
574414,excourse31,30.0
574414,excourse42,30.0
574414,excourse70,30.0
574414,excourse71,30.0
574414,excourse72,33.0
574414,excourse73,33.0
581446,RP0105EN,45.0
581446,TMP0105EN,36.0
581446,BD0212EN,36.0
581446,SC0103EN,36.0
581446,excourse04,30.0
581446,excourse06,30.0
581446,excourse72,36.0
581446,excourse73,36.0
585227,RP0105EN,45.0
585227,BD0145EN,33.0
585227,TMP0105EN,42.0
585227,BD0212EN,42.0
585227,SC0103EN,42.0
585227,BD0143EN,33.0
585227,BD0141EN,33.0
585227,TA0106EN,30.0
585227,BD0121EN,33.0
585227,BD0131EN,33.0
585227,DB0151EN,33.0
585227,GPXX0M6UEN,33.0
585227,GPXX097UEN,33.0
585227,GPXX0TY1EN,30.0
585227,excourse02,30.0
585227,excourse03,33.0
585227,excourse04,36.0
585227,excourse05,33.0
585227,excourse06,36.0
585227,excourse10,33.0
585227,excourse31,33.0
585227,excourse42,33.0
585227,excourse70,33.0
585227,excourse71,33.0
585227,excourse72,42.0
585227,excourse73,42.0
587229,RP0105EN,42.0
587229,TMP0105EN,33.0
587229,BD0212EN,33.0
587229,SC0103EN,33.0
587229,GPXX0TY1EN,30.0
587229,excourse04,30.0
587229,excourse06,30.0
587229,excourse31,30.0
587229,excourse72,33.0
587229,excourse73,33.0
599839,ML0122EN,33.0
599839,RP0105EN,33.0
599839,GPXX0IBEN,30.0
599839,excourse21,33.0
599839,excourse22,33.0
600214,TA0106EN,30.0
600214,excourse04,30.0
600214,excourse06,30.0
603336,ML0122EN,30.0
603336,BD0145EN,63.0
603336,DE0205EN,33.0
603336,TMP0105EN,81.0
603336,RP0103,33.0
603336,RP0103EN,33.0
603336,GPXX0IBEN,36.0
603336,SC0103EN,81.0
603336,GPXX0BUBEN,48.0
603336,TMP0101EN,30.0
603336,BD0143EN,63.0
603336,TA0106EN,54.0
603336,GPXX0Q8AEN,30.0
603336,BD0135EN,33.0
603336,GPXX0D14EN,30.0
603336,BD0137EN,33.0
603336,DJ0101EN,45.0
603336,DB0151EN,63.0
603336,ML0101EN,30.0
603336,GPXX0M6UEN,63.0
603336,GPXX097UEN,63.0
603336,GPXX0TY1EN,45.0
603336,BD0123EN,33.0
603336,GPXX0G31EN,33.0
603336,excourse02,45.0
603336,excourse03,63.0
603336,excourse04,33.0
603336,excourse05,63.0
603336,excourse06,33.0
603336,excourse10,63.0
603336,excourse12,39.0
603336,excourse20,30.0
603336,excourse21,30.0
603336,excourse22,30.0
603336,excourse23,30.0
603336,excourse31,63.0
603336,excourse35,30.0
603336,excourse36,30.0
603336,excourse38,30.0
603336,excourse40,30.0
603336,excourse42,63.0
603336,excourse54,30.0
603336,excourse67,36.0
603336,excourse68,36.0
603336,excourse69,48.0
603336,excourse70,63.0
603336,excourse71,63.0
603336,excourse72,81.0
603336,excourse73,81.0
603336,excourse74,36.0
603336,excourse75,42.0
603336,excourse76,36.0
606648,BD0145EN,42.0
606648,TMP0105EN,60.0
606648,GPXX0IBEN,42.0
606648,GPXX0BUBEN,30.0
606648,BD0143EN,42.0
606648,BD0141EN,42.0
606648,TA0106EN,48.0
606648,BD0121EN,42.0
606648,BD0131EN,42.0
606648,BD0115EN,42.0
606648,DJ0101EN,36.0
606648,DB0151EN,42.0
606648,GPXX0PG8EN,36.0
606648,GPXX0M6UEN,42.0
606648,GPXX097UEN,42.0
606648,GPXX0TY1EN,36.0
606648,GPXX0KY1EN,36.0
606648,excourse02,36.0
606648,excourse03,42.0
606648,excourse04,36.0
606648,excourse05,42.0
606648,excourse06,36.0
606648,excourse10,42.0
606648,excourse31,42.0
606648,excourse42,42.0
606648,excourse65,36.0
606648,excourse69,30.0
606648,excourse70,42.0
606648,excourse71,42.0
606648,excourse72,60.0
606648,excourse73,60.0
608432,RP0105EN,57.0
608432,BD0145EN,48.0
608432,DE0205EN,36.0
608432,TMP0105EN,51.0
608432,RP0103,33.0
608432,RP0103EN,33.0
608432,BD0212EN,51.0
608432,SC0103EN,51.0
608432,BD0133EN,30.0
608432,BD0211EN,51.0
608432,BD0137EN,36.0
608432,DJ0101EN,30.0
608432,DB0151EN,48.0
608432,GPXX0M6UEN,48.0
608432,GPXX097UEN,48.0
608432,GPXX0TY1EN,30.0
608432,GPXX0G31EN,36.0
608432,excourse02,30.0
608432,excourse03,48.0
608432,excourse04,33.0
608432,excourse05,48.0
608432,excourse06,33.0
608432,excourse10,48.0
608432,excourse12,30.0
608432,excourse31,48.0
608432,excourse42,48.0
608432,excourse70,48.0
608432,excourse71,48.0
608432,excourse72,51.0
608432,excourse73,51.0
608432,excourse75,30.0
619829,RP0105EN,45.0
619829,BD0145EN,39.0
619829,TMP0105EN,45.0
619829,SC0103EN,45.0
619829,BD0143EN,39.0
619829,BD0141EN,39.0
619829,BD0115EN,39.0
619829,DB0151EN,39.0
619829,GPXX0M6UEN,39.0
619829,GPXX097UEN,39.0
619829,excourse03,39.0
619829,excourse05,39.0
619829,excourse10,39.0
619829,excourse31,39.0
619829,excourse42,39.0
619829,excourse70,39.0
619829,excourse71,39.0
619829,excourse72,45.0
619829,excourse73,45.0
620075,RP0105EN,33.0
620075,TMP0105EN,33.0
620075,SC0103EN,33.0
620075,excourse72,33.0
620075,excourse73,33.0
620994,ML0122EN,30.0
620994,GPXX0IBEN,33.0
620994,excourse21,30.0
620994,excourse22,30.0
621285,excourse21,30.0
621285,excourse22,30.0
624248,RP0105EN,30.0
625486,GPXX0IBEN,31.0
625486,GPXX0D14EN,31.0
625486,excourse21,39.0
625486,excourse22,39.0
630417,RP0105EN,30.0
641270,RP0105EN,63.0
641270,BD0145EN,48.0
641270,DE0205EN,30.0
641270,TMP0105EN,57.0
641270,RP0103EN,33.0
641270,BD0212EN,57.0
641270,SC0103EN,57.0
641270,BD0143EN,48.0
641270,TA0106EN,39.0
641270,BD0223EN,30.0
641270,BD0135EN,30.0
641270,BD0137EN,30.0
641270,DJ0101EN,36.0
641270,DB0151EN,48.0
641270,GPXX0M6UEN,48.0
641270,GPXX097UEN,48.0
641270,GPXX0TY1EN,36.0
641270,GPXX0G31EN,30.0
641270,excourse02,36.0
641270,excourse03,48.0
641270,excourse04,42.0
641270,excourse05,48.0
641270,excourse06,42.0
641270,excourse10,48.0
641270,excourse12,36.0
641270,excourse31,48.0
641270,excourse42,48.0
641270,excourse70,48.0
641270,excourse71,48.0
641270,excourse72,57.0
641270,excourse73,57.0
641998,RP0105EN,36.0
641998,BD0145EN,30.0
641998,BD0212EN,36.0
641998,SC0103EN,36.0
641998,BD0143EN,30.0
641998,BD0141EN,30.0
641998,BD0121EN,30.0
641998,BD0131EN,30.0
641998,BD0115EN,30.0
641998,DB0151EN,30.0
641998,GPXX0M6UEN,30.0
641998,GPXX097UEN,30.0
641998,excourse03,30.0
641998,excourse05,30.0
641998,excourse10,30.0
641998,excourse31,30.0
641998,excourse42,30.0
641998,excourse70,30.0
641998,excourse71,30.0
641998,excourse72,36.0
641998,excourse73,36.0
643167,ML0122EN,39.0
643167,PA0103EN,33.0
643167,PA0107EN,33.0
643167,GPXX0IBEN,38.0
643167,BD0151EN,33.0
643167,TA0106EN,36.0
643167,GPXX01DCEN,33.0
643167,GPXX0ZMZEN,33.0
643167,PA0101EN,33.0
643167,GPXX0KHHEN,33.0
643167,GPXX04P5EN,33.0
643167,excourse21,39.0
643167,excourse22,39.0
646160,ML0122EN,30.0
646160,TA0106EN,30.0
646160,ML0101EN,30.0
646160,excourse21,30.0
646160,excourse22,30.0
646861,RP0105EN,39.0
646861,BD0145EN,33.0
646861,TMP0105EN,39.0
646861,SC0103EN,39.0
646861,BD0143EN,33.0
646861,BD0141EN,33.0
646861,BD0121EN,33.0
646861,BD0131EN,33.0
646861,DB0151EN,33.0
646861,GPXX0M6UEN,33.0
646861,GPXX097UEN,33.0
646861,excourse03,33.0
646861,excourse05,33.0
646861,excourse10,33.0
646861,excourse31,33.0
646861,excourse42,33.0
646861,excourse70,33.0
646861,excourse71,33.0
646861,excourse72,39.0
646861,excourse73,39.0
647516,RP0105EN,33.0
647516,TMP0105EN,33.0
647516,BD0212EN,33.0
647516,SC0103EN,33.0
647516,BD0143EN,30.0
647516,BD0121EN,30.0
647516,BD0131EN,30.0
647516,BD0115EN,30.0
647516,DB0151EN,30.0
647516,GPXX0M6UEN,30.0
647516,GPXX097UEN,30.0
647516,excourse03,30.0
647516,excourse05,30.0
647516,excourse10,30.0
647516,excourse31,30.0
647516,excourse42,30.0
647516,excourse70,30.0
647516,excourse71,30.0
647516,excourse72,33.0
647516,excourse73,33.0
655195,ML0122EN,30.0
655195,SW0201EN,36.0
655195,SW0101EN,36.0
655195,TA0106EN,30.0
655195,GPXX04V3EN,30.0
655195,GPXX0D14EN,39.0
655195,ML0101EN,30.0
655195,excourse21,30.0
655195,excourse22,30.0
660570,ML0122EN,39.0
660570,GPXX06RFEN,33.0
660570,CC0271EN,42.0
660570,WA0103EN,30.0
660570,BD0145EN,63.0
660570,DE0205EN,48.0
660570,PA0103EN,30.0
660570,TMP0105EN,84.0
660570,PA0107EN,30.0
660570,DB0113EN,33.0
660570,RP0103,36.0
660570,RP0103EN,36.0
660570,BD0212EN,84.0
660570,GPXX0IBEN,51.0
660570,GPXX0BUBEN,48.0
660570,SW0101EN,42.0
660570,TMP0101EN,39.0
660570,BD0141EN,63.0
660570,CO0401EN,30.0
660570,ML0122ENv1,30.0
660570,BD0151EN,30.0
660570,TA0106EN,60.0
660570,GPXX01DCEN,30.0
660570,GPXX0ZMZEN,30.0
660570,GPXX01RYEN,33.0
660570,GPXX0Q8AEN,30.0
660570,GPXX0XFQEN,33.0
660570,GPXX07REN,33.0
660570,GPXX0725EN,33.0
660570,GPXX0MIIEN,33.0
660570,GPXX06ZLEN,33.0
660570,GPXX0LLEEN,42.0
660570,BD0121EN,63.0
660570,BD0133EN,45.0
660570,GPXX04V3EN,33.0
660570,GPXX0D14EN,42.0
660570,GPXX0NHZEN,33.0
660570,DJ0101EN,54.0
660570,DB0111EN,33.0
660570,DB0115EN,33.0
660570,GPXX0KHHEN,30.0
660570,BD0101EN,63.0
660570,GPXX04P5EN,30.0
660570,GPXX0PG8EN,33.0
660570,ML0101EN,39.0
660570,GPXX0M6UEN,63.0
660570,GPXX097UEN,63.0
660570,DS0301EN,33.0
660570,GPXX0TY1EN,63.0
660570,GPXX0T3CEN,42.0
660570,DB0101EN,33.0
660570,DV0101EN,30.0
660570,GPXX0G31EN,48.0
660570,GPXX0KY1EN,33.0
660570,GPXX0RQLEN,33.0
660570,excourse01,33.0
660570,excourse02,54.0
660570,excourse03,63.0
660570,excourse04,45.0
660570,excourse05,63.0
660570,excourse06,45.0
660570,excourse07,33.0
660570,excourse10,63.0
660570,excourse11,33.0
660570,excourse12,42.0
660570,excourse13,33.0
660570,excourse14,33.0
660570,excourse20,30.0
660570,excourse21,39.0
660570,excourse22,39.0
660570,excourse23,30.0
660570,excourse31,72.0
660570,excourse35,39.0
660570,excourse36,30.0
660570,excourse38,30.0
660570,excourse40,39.0
660570,excourse42,63.0
660570,excourse43,30.0
660570,excourse44,30.0
660570,excourse54,39.0
660570,excourse65,33.0
660570,excourse67,30.0
660570,excourse68,30.0
660570,excourse69,48.0
660570,excourse70,63.0
660570,excourse71,63.0
660570,excourse72,84.0
660570,excourse73,84.0
660570,excourse74,30.0
660570,excourse75,45.0
660570,excourse76,30.0
661906,RP0105EN,39.0
661906,TMP0105EN,33.0
661906,BD0212EN,33.0
661906,GPXX0IBEN,30.0
661906,SC0103EN,33.0
661906,GPXX0PG8EN,30.0
661906,GPXX0KY1EN,30.0
661906,excourse65,30.0
661906,excourse72,33.0
661906,excourse73,33.0
666633,RP0105EN,33.0
666633,BD0145EN,30.0
666633,TMP0105EN,33.0
666633,BD0212EN,33.0
666633,SC0103EN,33.0
666633,BD0143EN,30.0
666633,BD0141EN,30.0
666633,BD0121EN,30.0
666633,DB0151EN,30.0
666633,GPXX0M6UEN,30.0
666633,GPXX097UEN,30.0
666633,excourse03,30.0
666633,excourse05,30.0
666633,excourse10,30.0
666633,excourse31,33.0
666633,excourse42,30.0
666633,excourse70,30.0
666633,excourse71,30.0
666633,excourse72,33.0
666633,excourse73,33.0
666770,TMP0105EN,60.0
666770,RP0103,33.0
666770,RP0103EN,33.0
666770,BD0212EN,60.0
666770,SC0103EN,60.0
666770,BD0223EN,33.0
666770,BD0121EN,51.0
666770,BD0115EN,51.0
666770,BD0211EN,60.0
666770,DJ0101EN,36.0
666770,GPXX0M6UEN,51.0
666770,GPXX097UEN,51.0
666770,GPXX0TY1EN,36.0
666770,excourse02,36.0
666770,excourse03,51.0
666770,excourse04,30.0
666770,excourse05,51.0
666770,excourse06,30.0
666770,excourse10,51.0
666770,excourse31,51.0
666770,excourse42,51.0
666770,excourse70,51.0
666770,excourse71,51.0
666770,excourse72,60.0
666770,excourse73,60.0
667110,RP0105EN,30.0
667110,BD0145EN,30.0
667110,TMP0105EN,30.0
667110,BD0212EN,30.0
667110,SC0103EN,30.0
667110,BD0141EN,30.0
667110,BD0131EN,30.0
667110,BD0211EN,30.0
667110,DB0151EN,30.0
667110,GPXX0M6UEN,30.0
667110,GPXX097UEN,30.0
667110,excourse03,30.0
667110,excourse05,30.0
667110,excourse10,30.0
667110,excourse31,30.0
667110,excourse42,30.0
667110,excourse70,30.0
667110,excourse71,30.0
667110,excourse72,30.0
667110,excourse73,30.0
669512,ML0122EN,52.0
669512,DX0108EN,32.0
669512,PA0103EN,46.0
669512,PA0107EN,46.0
669512,GPXX0IBEN,49.0
669512,GPXX0BUBEN,32.0
669512,BD0151EN,46.0
669512,TMP107,32.0
669512,GPXX01DCEN,46.0
669512,GPXX0ZMZEN,46.0
669512,GPXX0KHHEN,46.0
669512,GPXX04P5EN,46.0
669512,BD0221EN,32.0
669512,excourse04,35.0
669512,excourse06,35.0
669512,excourse21,52.0
669512,excourse22,52.0
669512,excourse62,32.0
669512,excourse69,32.0
674939,RP0105EN,90.0
674939,GPXX06RFEN,36.0
674939,CC0271EN,36.0
674939,DE0205EN,42.0
674939,DB0113EN,36.0
674939,RP0103,36.0
674939,RP0103EN,36.0
674939,SC0103EN,90.0
674939,GPXX0BUBEN,45.0
674939,TA0106EN,45.0
674939,GPXX01RYEN,36.0
674939,GPXX0XFQEN,36.0
674939,GPXX07REN,36.0
674939,GPXX0725EN,36.0
674939,GPXX0MIIEN,36.0
674939,GPXX06ZLEN,36.0
674939,GPXX0LLEEN,36.0
674939,BD0137EN,42.0
674939,GPXX0NHZEN,36.0
674939,DJ0101EN,48.0
674939,DB0111EN,36.0
674939,DB0115EN,36.0
674939,DB0151EN,78.0
674939,GPXX0M6UEN,78.0
674939,GPXX097UEN,78.0
674939,DS0301EN,36.0
674939,GPXX0TY1EN,48.0
674939,GPXX0T3CEN,36.0
674939,BD0123EN,42.0
674939,DB0101EN,36.0
674939,GPXX0G31EN,42.0
674939,GPXX0RQLEN,36.0
674939,excourse01,36.0
674939,excourse02,48.0
674939,excourse03,78.0
674939,excourse04,36.0
674939,excourse05,78.0
674939,excourse06,36.0
674939,excourse07,36.0
674939,excourse10,78.0
674939,excourse11,36.0
674939,excourse12,36.0
674939,excourse13,36.0
674939,excourse14,36.0
674939,excourse31,78.0
674939,excourse42,78.0
674939,excourse67,42.0
674939,excourse68,42.0
674939,excourse69,45.0
674939,excourse70,78.0
674939,excourse71,78.0
674939,excourse72,90.0
674939,excourse73,90.0
674939,excourse74,42.0
674939,excourse75,48.0
674939,excourse76,42.0
676094,RP0105EN,42.0
676094,BD0145EN,30.0
676094,TMP0105EN,39.0
676094,BD0212EN,39.0
676094,SC0103EN,39.0
676094,BD0143EN,30.0
676094,BD0121EN,30.0
676094,BD0131EN,30.0
676094,DB0151EN,30.0
676094,GPXX0M6UEN,30.0
676094,GPXX097UEN,30.0
676094,excourse03,30.0
676094,excourse05,30.0
676094,excourse10,30.0
676094,excourse31,30.0
676094,excourse42,30.0
676094,excourse70,30.0
676094,excourse71,30.0
676094,excourse72,39.0
676094,excourse73,39.0
681552,ML0122EN,33.0
681552,BD0145EN,51.0
681552,DE0205EN,33.0
681552,TMP0105EN,63.0
681552,RP0103,30.0
681552,RP0103EN,30.0
681552,GPXX0IBEN,39.0
681552,GPXX0BUBEN,33.0
681552,BD0143EN,51.0
681552,BD0141EN,51.0
681552,BD0223EN,36.0
681552,BD0135EN,33.0
681552,BD0133EN,30.0
681552,BD0131EN,51.0
681552,BD0211EN,63.0
681552,BD0137EN,33.0
681552,DB0151EN,51.0
681552,GPXX0PG8EN,30.0
681552,GPXX0M6UEN,51.0
681552,GPXX097UEN,51.0
681552,BD0221EN,33.0
681552,GPXX0TY1EN,39.0
681552,GPXX0G31EN,33.0
681552,GPXX0KY1EN,30.0
681552,excourse02,39.0
681552,excourse03,51.0
681552,excourse04,45.0
681552,excourse05,51.0
681552,excourse06,45.0
681552,excourse10,51.0
681552,excourse12,33.0
681552,excourse21,33.0
681552,excourse22,33.0
681552,excourse31,51.0
681552,excourse42,51.0
681552,excourse65,30.0
681552,excourse69,33.0
681552,excourse70,51.0
681552,excourse71,51.0
681552,excourse72,63.0
681552,excourse73,63.0
681552,excourse75,30.0
684186,RP0105EN,50.0
684186,BD0145EN,42.0
684186,TMP0105EN,47.0
684186,BD0212EN,47.0
684186,SC0103EN,47.0
684186,TA0106EN,33.0
684186,BD0121EN,42.0
684186,DB0151EN,42.0
684186,GPXX0M6UEN,42.0
684186,GPXX097UEN,42.0
684186,excourse03,42.0
684186,excourse04,33.0
684186,excourse05,42.0
684186,excourse06,33.0
684186,excourse10,42.0
684186,excourse31,42.0
684186,excourse42,42.0
684186,excourse70,42.0
684186,excourse71,42.0
684186,excourse72,47.0
684186,excourse73,47.0
685905,GPXX0IBEN,33.0
696085,RP0105EN,42.0
696085,TMP0105EN,39.0
696085,BD0212EN,39.0
696085,GPXX0IBEN,33.0
696085,SC0103EN,39.0
696085,TA0106EN,30.0
696085,GPXX0TY1EN,36.0
696085,excourse31,33.0
696085,excourse72,39.0
696085,excourse73,39.0
696942,RP0105EN,30.0
696942,BD0145EN,30.0
696942,TMP0105EN,30.0
696942,BD0212EN,30.0
696942,SC0103EN,30.0
696942,BD0143EN,30.0
696942,BD0121EN,30.0
696942,BD0211EN,30.0
696942,DB0151EN,30.0
696942,GPXX0M6UEN,30.0
696942,GPXX097UEN,30.0
696942,excourse03,30.0
696942,excourse05,30.0
696942,excourse10,30.0
696942,excourse31,30.0
696942,excourse42,30.0
696942,excourse70,30.0
696942,excourse71,30.0
696942,excourse72,30.0
696942,excourse73,30.0
698476,ML0122EN,40.0
698476,RP0105EN,42.0
698476,CC0271EN,33.0
698476,WA0103EN,30.0
698476,BD0145EN,30.0
698476,DS0201EN,32.0
698476,CC0210EN,30.0
698476,HCC104EN,30.0
698476,TMP0105EN,42.0
698476,BD0212EN,42.0
698476,GPXX0IBEN,40.0
698476,SECM03EN,30.0
698476,SC0103EN,42.0
698476,SW0201EN,44.0
698476,SW0101EN,44.0
698476,BD0143EN,30.0
698476,WA0101EN,30.0
698476,TA0106EN,43.0
698476,GPXX0LLEEN,33.0
698476,BD0121EN,30.0
698476,BD0115EN,30.0
698476,GPXX04V3EN,42.0
698476,GPXX0D14EN,38.0
698476,DB0151EN,30.0
698476,ML0101EN,40.0
698476,GPXX0M6UEN,30.0
698476,GPXX097UEN,30.0
698476,GPXX0TY1EN,45.0
698476,GPXX0T3CEN,33.0
698476,CC0150EN,30.0
698476,excourse03,30.0
698476,excourse05,30.0
698476,excourse10,30.0
698476,excourse21,40.0
698476,excourse22,40.0
698476,excourse31,48.0
698476,excourse42,30.0
698476,excourse43,42.0
698476,excourse44,42.0
698476,excourse70,30.0
698476,excourse71,30.0
698476,excourse72,42.0
698476,excourse73,42.0
699014,RP0105EN,33.0
699014,TMP0105EN,30.0
699014,SC0103EN,30.0
699014,excourse72,30.0
699014,excourse73,30.0
700005,ML0122EN,45.0
700005,DX0106EN,30.0
700005,DX0108EN,30.0
700005,BD0145EN,45.0
700005,PA0103EN,33.0
700005,TMP0105EN,66.0
700005,PA0107EN,33.0
700005,RP0103EN,36.0
700005,BD0212EN,66.0
700005,GPXX0IBEN,54.0
700005,SC0103EN,66.0
700005,GPXX0BUBEN,36.0
700005,TMP0101EN,36.0
700005,BD0143EN,45.0
700005,ML0122ENv1,33.0
700005,BD0151EN,33.0
700005,TA0106EN,54.0
700005,TMP107,30.0
700005,GPXX01DCEN,33.0
700005,GPXX0ZMZEN,33.0
700005,GPXX0Q8AEN,33.0
700005,PA0101EN,33.0
700005,BD0121EN,45.0
700005,DJ0101EN,45.0
700005,DA0151EN,33.0
700005,DB0151EN,45.0
700005,GPXX0KHHEN,33.0
700005,GPXX04P5EN,33.0
700005,GPXX0PG8EN,39.0
700005,GPXX0M6UEN,45.0
700005,GPXX097UEN,45.0
700005,BD0111EN,45.0
700005,BD0221EN,36.0
700005,GPXX0TY1EN,45.0
700005,GPXX0KY1EN,39.0
700005,excourse02,45.0
700005,excourse03,45.0
700005,excourse04,42.0
700005,excourse05,45.0
700005,excourse06,42.0
700005,excourse10,45.0
700005,excourse12,36.0
700005,excourse20,33.0
700005,excourse21,45.0
700005,excourse22,45.0
700005,excourse23,33.0
700005,excourse31,45.0
700005,excourse35,36.0
700005,excourse36,33.0
700005,excourse37,33.0
700005,excourse38,33.0
700005,excourse40,36.0
700005,excourse42,45.0
700005,excourse54,36.0
700005,excourse62,30.0
700005,excourse65,39.0
700005,excourse69,36.0
700005,excourse70,45.0
700005,excourse71,45.0
700005,excourse72,66.0
700005,excourse73,66.0
700005,excourse82,33.0
700005,excourse83,33.0
700005,excourse84,33.0
700005,excourse85,33.0
702927,ML0122EN,30.0
702927,RP0105EN,45.0
702927,BD0145EN,33.0
702927,TMP0105EN,45.0
702927,GPXX0IBEN,30.0
702927,SC0103EN,45.0
702927,BD0143EN,33.0
702927,TA0106EN,33.0
702927,BD0131EN,33.0
702927,BD0115EN,33.0
702927,DJ0101EN,30.0
702927,DB0151EN,33.0
702927,GPXX0M6UEN,33.0
702927,GPXX097UEN,33.0
702927,BD0111EN,33.0
702927,GPXX0TY1EN,30.0
702927,excourse02,30.0
702927,excourse03,33.0
702927,excourse05,33.0
702927,excourse10,33.0
702927,excourse12,30.0
702927,excourse21,30.0
702927,excourse22,30.0
702927,excourse31,33.0
702927,excourse42,33.0
702927,excourse70,33.0
702927,excourse71,33.0
702927,excourse72,45.0
702927,excourse73,45.0
704583,RP0105EN,30.0
704583,TMP0105EN,30.0
704583,SC0103EN,30.0
704583,excourse72,30.0
704583,excourse73,30.0
708518,ML0122EN,54.0
708518,RP0105EN,39.0
708518,DX0106EN,30.0
708518,DX0108EN,36.0
708518,PA0103EN,39.0
708518,TMP0105EN,30.0
708518,PA0107EN,39.0
708518,BD0212EN,30.0
708518,GPXX0IBEN,54.0
708518,SC0103EN,30.0
708518,TMP0101EN,33.0
708518,ML0122ENv1,39.0
708518,BD0151EN,39.0
708518,TA0106EN,45.0
708518,TMP107,36.0
708518,GPXX01DCEN,39.0
708518,GPXX0ZMZEN,39.0
708518,GPXX0YMEEN,33.0
708518,GPXX0Q8AEN,30.0
708518,GPXX0D14EN,33.0
708518,BD0211EN,30.0
708518,GPXX0KHHEN,39.0
708518,GPXX04P5EN,39.0
708518,GPXX0PG8EN,36.0
708518,GPXX0KY1EN,36.0
708518,excourse04,30.0
708518,excourse06,30.0
708518,excourse20,30.0
708518,excourse21,54.0
708518,excourse22,54.0
708518,excourse23,30.0
708518,excourse35,33.0
708518,excourse36,30.0
708518,excourse38,30.0
708518,excourse40,33.0
708518,excourse49,33.0
708518,excourse54,33.0
708518,excourse62,36.0
708518,excourse65,36.0
708518,excourse72,30.0
708518,excourse73,30.0
717332,ML0122EN,30.0
717332,GPXX0IBEN,30.0
717332,ML0101EN,30.0
717332,excourse21,30.0
717332,excourse22,30.0
718368,RP0105EN,30.0
718368,BD0145EN,30.0
718368,TMP0105EN,30.0
718368,BD0212EN,30.0
718368,SC0103EN,30.0
718368,BD0143EN,30.0
718368,BD0121EN,30.0
718368,BD0211EN,30.0
718368,DB0151EN,30.0
718368,GPXX0M6UEN,30.0
718368,GPXX097UEN,30.0
718368,excourse03,30.0
718368,excourse05,30.0
718368,excourse10,30.0
718368,excourse31,30.0
718368,excourse42,30.0
718368,excourse70,30.0
718368,excourse71,30.0
718368,excourse72,30.0
718368,excourse73,30.0
727462,RP0105EN,36.0
727462,BD0145EN,30.0
727462,TMP0105EN,33.0
727462,BD0212EN,33.0
727462,SC0103EN,33.0
727462,BD0143EN,30.0
727462,BD0141EN,30.0
727462,BD0121EN,30.0
727462,DB0151EN,30.0
727462,GPXX0M6UEN,30.0
727462,GPXX097UEN,30.0
727462,excourse03,30.0
727462,excourse05,30.0
727462,excourse10,30.0
727462,excourse31,30.0
727462,excourse42,30.0
727462,excourse70,30.0
727462,excourse71,30.0
727462,excourse72,33.0
727462,excourse73,33.0
728690,RP0105EN,57.0
728690,BD0145EN,48.0
728690,TMP0105EN,57.0
728690,SC0103EN,57.0
728690,BD0143EN,48.0
728690,TA0106EN,39.0
728690,BD0223EN,33.0
728690,DJ0101EN,33.0
728690,DB0151EN,48.0
728690,GPXX0M6UEN,48.0
728690,GPXX097UEN,48.0
728690,GPXX0TY1EN,36.0
728690,excourse02,33.0
728690,excourse03,48.0
728690,excourse04,36.0
728690,excourse05,48.0
728690,excourse06,36.0
728690,excourse10,48.0
